gvkey,curcd,fyear,datadate,at,emp,revt,conm,naics,sic
019349,EUR,2016,2016-09-30,125717.0000,351.0000,79644.0000,SIEMENS AG,999977,9997
019349,EUR,2017,2017-09-30,133804.0000,372.0000,83049.0000,SIEMENS AG,999977,9997
019349,EUR,2018,2018-09-30,138915.0000,379.0000,83044.0000,SIEMENS AG,999977,9997
019349,EUR,2019,2019-09-30,150248.0000,385.0000,86849.0000,SIEMENS AG,999977,9997
019349,EUR,2020,2020-09-30,123897.0000,293.0000,57139.0000,SIEMENS AG,999977,9997
019349,EUR,2021,2021-09-30,139608.0000,303.0000,62265.0000,SIEMENS AG,999977,9997
019349,EUR,2022,2022-09-30,151502.0000,311.0000,71977.0000,SIEMENS AG,999977,9997
019349,EUR,2023,2023-09-30,145067.0000,320.0000,77769.0000,SIEMENS AG,999977,9997
019413,JPY,2014,2015-03-31,2925785.0000,240.7980,2822811.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2015,2016-03-31,2742848.0000,240.8650,2933089.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2016,2017-03-31,2903584.0000,248.3300,2814483.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2017,2018-03-31,3017303.0000,255.1330,3082247.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2018,2019-03-31,3053263.0000,272.7960,3177985.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2019,2020-03-31,3084517.0000,283.9100,3107027.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2020,2021-03-31,3381914.0000,286.7840,2918580.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2021,2022-03-31,3807390.0000,281.0750,3367863.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2022,2023-03-31,4013008.0000,289.1910,4005561.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019413,JPY,2023,2024-03-31,4365397.0000,293.2660,4402814.0000,SUMITOMO ELECTRIC INDS LTD,335929,3357
019565,USD,2015,2015-12-31,91564.0000,54.8880,34829.0000,RIO TINTO GROUP,212,1000
019565,USD,2016,2016-12-31,89263.0000,51.0180,33781.0000,RIO TINTO GROUP,212,1000
019565,USD,2017,2017-12-31,95726.0000,46.8070,40030.0000,RIO TINTO GROUP,212,1000
019565,USD,2018,2018-12-31,90949.0000,47.4580,40522.0000,RIO TINTO GROUP,212,1000
019565,USD,2019,2019-12-31,87802.0000,46.0000,43165.0000,RIO TINTO GROUP,212,1000
019565,USD,2020,2020-12-31,97390.0000,47.5000,44611.0000,RIO TINTO GROUP,212,1000
019565,USD,2021,2021-12-31,102896.0000,49.0000,63495.0000,RIO TINTO GROUP,212,1000
019565,USD,2022,2022-12-31,96744.0000,54.0000,55554.0000,RIO TINTO GROUP,212,1000
019565,USD,2023,2023-12-31,103549.0000,57.0000,54041.0000,RIO TINTO GROUP,212,1000
019579,GBP,2014,2015-03-31,16537.0000,107.4000,23775.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2015,2016-03-31,16973.0000,162.7150,23506.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2016,2017-03-31,19737.0000,118.7000,26224.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2017,2018-03-31,22001.0000,121.2000,28456.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2018,2019-03-31,23541.0000,116.4000,29007.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2019,2020-03-31,27937.0000,,28993.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2020,2021-03-31,25162.0000,117.0000,29048.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2021,2022-03-31,26912.0000,171.0000,29895.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2022,2023-03-31,26158.0000,152.0000,31491.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2023,2024-02-29,25061.0000,148.4980,32700.0000,SAINSBURY (J) PLC,445110,5411
019579,GBP,2023,2024-03-31,,,,SAINSBURY (J) PLC,445110,5411
019661,JPY,2014,2015-03-31,47729830.0000,344.1090,27234521.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2015,2016-03-31,47427597.0000,348.8770,28403118.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2016,2017-03-31,48750186.0000,364.4450,27597193.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2017,2018-03-31,50308249.0000,369.1240,29379510.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2018,2019-03-31,51936949.0000,370.8700,30225681.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2019,2020-03-31,52680436.0000,359.5420,29929992.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2020,2021-03-31,62267140.0000,366.2830,27214594.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2021,2022-03-31,67688771.0000,372.8170,31379507.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2022,2023-03-31,74303180.0000,375.2350,37154298.0000,TOYOTA MOTOR CORP,336110,3711
019661,JPY,2023,2024-03-31,90114296.0000,380.7930,45095325.0000,TOYOTA MOTOR CORP,336110,3711
019744,CNY,2015,2015-12-31,85166.1690,105.9630,181286.9550,JD.COM INC,449210,5961
019744,CNY,2016,2016-12-31,160373.5180,120.6220,260121.6450,JD.COM INC,449210,5961
019744,CNY,2017,2017-12-31,184054.9660,157.8310,362331.7540,JD.COM INC,449210,5961
019744,CNY,2018,2018-12-31,209164.8570,178.9270,462019.7590,JD.COM INC,449210,5961
019744,CNY,2019,2019-12-31,259723.7040,227.7300,576888.4840,JD.COM INC,449210,5961
019744,CNY,2020,2020-12-31,422287.7940,314.9060,745801.8860,JD.COM INC,449210,5961
019744,CNY,2021,2021-12-31,496507.0000,385.3570,951592.0000,JD.COM INC,449210,5961
019744,CNY,2022,2022-12-31,595250.0000,450.6790,1046236.0000,JD.COM INC,449210,5961
019744,CNY,2023,2023-12-31,628958.0000,517.1240,1084662.0000,JD.COM INC,449210,5961
020530,CNY,2014,2015-03-31,255434.0000,34.9850,76204.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2015,2016-03-31,364450.0000,36.4460,101143.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2016,2017-03-31,506812.0000,50.0970,158273.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2017,2018-03-31,717124.0000,66.4210,250266.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2018,2019-03-31,965076.0000,101.9580,376844.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2019,2020-03-31,1312985.0000,117.6000,509711.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2020,2021-03-31,1690218.0000,251.4620,717289.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2021,2022-03-31,1695553.0000,254.9410,853062.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2022,2023-03-31,1753044.0000,235.2160,868687.0000,ALIBABA GROUP HLDG,455110,5961
020530,CNY,2023,2024-03-31,1764829.0000,204.8910,941168.0000,ALIBABA GROUP HLDG,455110,5961
023667,EUR,2015,2015-12-31,15880.0000,129.0000,38203.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2016,2016-12-31,36275.0000,225.0000,49695.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2017,2017-12-31,33871.0000,118.0000,62890.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2018,2018-12-31,33331.0000,123.0000,62791.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2019,2019-12-31,41490.0000,125.0000,66260.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2020,2020-12-31,40692.0000,144.9000,74736.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2021,2021-12-31,45712.0000,144.5500,75601.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2022,2022-12-31,48555.0000,144.9000,86984.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023667,EUR,2023,2023-12-31,47821.0000,139.0000,88649.0000,KONINKLIJKE AHOLD DELHAIZE,445110,5411
023671,EUR,2015,2015-12-31,20926.0000,55.7180,12499.0000,NOKIA OYJ,334220,3663
023671,EUR,2016,2016-12-31,44901.0000,101.0000,23614.0000,NOKIA OYJ,334220,3663
023671,EUR,2017,2017-12-31,41024.0000,103.0000,23147.0000,NOKIA OYJ,334220,3663
023671,EUR,2018,2018-12-31,39517.0000,103.0830,22563.0000,NOKIA OYJ,334220,3663
023671,EUR,2019,2019-12-31,39128.0000,93.7760,23315.0000,NOKIA OYJ,334220,3663
023671,EUR,2020,2020-12-31,36191.0000,92.0390,21852.0000,NOKIA OYJ,334220,3663
023671,EUR,2021,2021-12-31,40049.0000,87.9270,22202.0000,NOKIA OYJ,334220,3663
023671,EUR,2022,2022-12-31,42943.0000,86.8960,24911.0000,NOKIA OYJ,334220,3663
023671,EUR,2023,2023-12-31,39860.0000,,22258.0000,NOKIA OYJ,334220,3663
024512,AUD,2015,2015-06-30,873446.0000,45.9480,41973.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2016,2016-06-30,933078.0000,45.1290,41460.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2017,2017-06-30,976374.0000,45.6140,41814.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2018,2018-06-30,975165.0000,45.7530,42102.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2019,2019-06-30,976502.0000,42.9210,40525.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2020,2020-06-30,1014060.0000,41.7780,35570.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2021,2021-06-30,1091962.0000,44.3750,30345.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2022,2022-06-30,1215260.0000,49.2450,29895.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024512,AUD,2023,2023-06-30,1252845.0000,49.4540,48955.0000,COMMONWEALTH BANK AUSTRALIA,522110,6020
024563,EUR,2015,2015-12-31,1529294.0000,74.2060,23687.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2016,2016-12-31,1524232.0000,73.6050,30630.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2017,2017-12-31,1550283.0000,76.3050,31796.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2018,2018-12-31,1624394.0000,72.5100,33327.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2019,2019-12-31,1767643.0000,72.5240,34221.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2020,2020-12-31,1961062.0000,72.5200,32704.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2021,2021-12-31,2073955.0000,75.9750,34656.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2022,2022-12-31,2167621.0000,71.6520,41190.0000,CREDIT AGRICOLE SA,522110,6020
024563,EUR,2023,2023-12-31,2189398.0000,78.8230,70337.0000,CREDIT AGRICOLE SA,522110,6020
024625,USD,2015,2015-12-31,224484.0000,96.0190,143421.0000,TOTALENERGIES SE,324110,2911
024625,USD,2016,2016-12-31,230978.0000,102.1680,127925.0000,TOTALENERGIES SE,324110,2911
024625,USD,2017,2017-12-31,242631.0000,98.2770,149099.0000,TOTALENERGIES SE,324110,2911
024625,USD,2018,2018-12-31,256762.0000,104.4600,184106.0000,TOTALENERGIES SE,324110,2911
024625,USD,2019,2019-12-31,273294.0000,107.7760,176249.0000,TOTALENERGIES SE,324110,2911
024625,USD,2020,2020-12-31,266132.0000,105.4760,119704.0000,TOTALENERGIES SE,324110,2911
024625,USD,2021,2021-12-31,293458.0000,101.3090,184634.0000,TOTALENERGIES SE,324110,2911
024625,USD,2022,2022-12-31,303864.0000,101.2790,263310.0000,TOTALENERGIES SE,324110,2911
024625,USD,2023,2023-12-31,283654.0000,102.5790,218945.0000,TOTALENERGIES SE,324110,2911
025648,CHF,2015,2015-12-31,75763.0000,91.7470,50403.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2016,2016-12-31,76819.0000,94.0520,52636.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2017,2017-12-31,76676.0000,93.7340,55746.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2018,2018-12-31,78517.0000,94.4420,59497.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2019,2019-12-31,83091.0000,97.7350,63751.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2020,2020-12-31,86138.0000,101.4650,60343.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2021,2021-12-31,92317.0000,100.9200,65850.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2022,2022-12-31,88151.0000,103.6130,66426.0000,ROCHE HOLDING AG,325412,2834
025648,CHF,2023,2023-12-31,90468.0000,103.6050,58716.0000,ROCHE HOLDING AG,325412,2834
028272,USD,2015,2015-12-31,60124.0000,61.5000,23641.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2016,2016-12-31,62526.0000,59.7000,21319.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2017,2017-12-31,63354.0000,61.1000,20152.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2018,2018-12-31,60651.0000,64.4000,21049.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2019,2019-12-31,61377.0000,70.6000,24384.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2020,2020-12-31,66729.0000,76.1000,26617.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2021,2021-12-31,105363.0000,83.1000,37417.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2022,2022-12-31,96483.0000,83.5000,44351.0000,ASTRAZENECA PLC,325412,2834
028272,USD,2023,2023-12-31,101119.0000,89.9000,45811.0000,ASTRAZENECA PLC,325412,2834
028838,CHF,2015,2015-12-31,820805.0000,48.2000,33839.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2016,2016-12-31,819861.0000,47.1700,30193.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2017,2017-12-31,796289.0000,46.8400,31418.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2018,2018-12-31,768916.0000,45.6800,33425.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2019,2019-12-31,787295.0000,47.8600,35075.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2020,2020-12-31,805822.0000,48.7700,30077.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2021,2021-12-31,755833.0000,50.1100,26360.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2022,2022-12-31,531358.0000,50.4800,21467.0000,CREDIT SUISSE GROUP,523150,6211
028838,CHF,2023,2023-12-31,452507.0000,28.8400,32757.0000,CREDIT SUISSE GROUP,523150,6211
030452,BRL,2015,2015-12-31,1026703.5220,,142693.3810,BRADESCO BANCO,522110,6020
030452,BRL,2016,2016-12-31,1192029.6560,108.7930,188491.2420,BRADESCO BANCO,522110,6020
030452,BRL,2017,2017-12-31,1224353.4400,,166665.5460,BRADESCO BANCO,522110,6020
030452,BRL,2018,2018-12-31,1287292.0000,,99162.0000,BRADESCO BANCO,522110,6020
030452,BRL,2019,2019-12-31,1378527.6850,,156959.2960,BRADESCO BANCO,522110,6020
030452,BRL,2020,2020-12-31,1604653.7900,,131327.0680,BRADESCO BANCO,522110,6020
030452,BRL,2021,2021-12-31,1675572.1930,,158167.0540,BRADESCO BANCO,522110,6020
030452,BRL,2022,2022-12-31,1799615.6750,75.5910,243093.5720,BRADESCO BANCO,522110,6020
030452,BRL,2023,2023-12-31,1927523.2490,74.7460,256864.8080,BRADESCO BANCO,522110,6020
030501,KRW,2015,2015-12-31,329065467.0000,,11898134.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2016,2016-12-31,375673656.0000,,11387388.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2017,2017-12-31,436785609.0000,26.3720,13873189.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2018,2018-12-31,479588298.0000,28.4570,15723379.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2019,2019-12-31,518538117.0000,28.1040,16917588.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2020,2020-12-31,610672192.0000,,17267935.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2021,2021-12-31,663895834.0000,,39169155.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2022,2022-12-31,701170848.0000,,22845000.0000,KB FINANCIAL GROUP,522110,6020
030501,KRW,2023,2023-12-31,715738152.0000,,32973894.0000,KB FINANCIAL GROUP,522110,6020
030580,BRL,2015,2015-12-31,1276415.0000,90.3200,172451.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2016,2016-12-31,1353241.0000,94.7790,207317.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2017,2017-12-31,1434969.0000,99.3320,188981.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2018,2018-12-31,1552797.0000,100.3000,172990.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2019,2019-12-31,1637481.0000,94.9100,193156.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2020,2020-12-31,2019251.0000,96.5000,170939.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2021,2021-12-31,2069206.0000,99.6000,197882.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2022,2022-12-31,2323440.0000,,281627.0000,ITAU UNIBANCO HLDG SA,522110,6020
030580,BRL,2023,2023-12-31,2543100.0000,,310827.0000,ITAU UNIBANCO HLDG SA,522110,6020
030581,BRL,2015,2015-12-31,1401128.7570,109.1910,217126.5440,BANCO DO BRASIL,522110,6020
030581,BRL,2016,2016-12-31,1401376.9740,100.6220,194426.6890,BANCO DO BRASIL,522110,6020
030581,BRL,2017,2017-12-31,1369201.1710,99.1610,172225.9060,BANCO DO BRASIL,522110,6020
030581,BRL,2018,2018-12-31,1417143.7160,96.8890,164234.6530,BANCO DO BRASIL,522110,6020
030581,BRL,2019,2019-12-31,1469222.6550,93.1900,164515.7190,BANCO DO BRASIL,522110,6020
030581,BRL,2020,2020-12-31,1725671.8880,91.6730,153787.9790,BANCO DO BRASIL,522110,6020
030581,BRL,2021,2021-12-31,1932532.9790,84.5970,165239.3830,BANCO DO BRASIL,522110,6020
030581,BRL,2022,2022-12-31,2028958.1360,85.9530,279690.4250,BANCO DO BRASIL,522110,6020
030581,BRL,2023,2023-12-31,2153878.4520,,306518.7040,BANCO DO BRASIL,522110,6020
030747,CNY,2015,2015-12-31,299729.7230,42.0390,128165.8140,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2016,2016-12-31,309417.6280,42.2100,113137.3880,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2017,2017-12-31,378693.7290,53.9620,149231.6320,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2018,2018-12-31,403441.4570,57.9600,167439.3260,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2019,2019-12-31,413596.5450,58.2630,165159.5470,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2020,2020-12-31,438205.7520,57.8740,161787.9160,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2021,2021-12-31,490068.4860,57.5130,193952.8730,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2022,2022-12-31,502605.9770,57.0690,236394.5350,HUANENG POWER INTERNATIONAL,2211,4911
030747,CNY,2023,2023-12-31,541159.2810,,246462.7120,HUANENG POWER INTERNATIONAL,2211,4911
061616,EUR,2015,2015-12-31,134792.0000,29.0530,67740.0000,ENI SPA,324110,2911
061616,EUR,2016,2016-12-31,124545.0000,33.5360,55762.0000,ENI SPA,324110,2911
061616,EUR,2017,2017-12-31,114928.0000,32.9340,66919.0000,ENI SPA,324110,2911
061616,EUR,2018,2018-12-31,118373.0000,31.7010,75822.0000,ENI SPA,324110,2911
061616,EUR,2019,2019-12-31,123440.0000,32.0530,69881.0000,ENI SPA,324110,2911
061616,EUR,2020,2020-12-31,109648.0000,31.4950,43987.0000,ENI SPA,324110,2911
061616,EUR,2021,2021-12-31,137765.0000,32.6890,76575.0000,ENI SPA,324110,2911
061616,EUR,2022,2022-12-31,152130.0000,32.1880,132512.0000,ENI SPA,324110,2911
061616,EUR,2023,2023-12-31,142606.0000,33.1420,93717.0000,ENI SPA,324110,2911
063120,EUR,2015,2015-12-31,887070.0000,120.4860,116685.0000,AXA SA,524113,6311
063120,EUR,2016,2016-12-31,892783.0000,125.8890,127326.0000,AXA SA,524113,6311
063120,EUR,2017,2017-12-31,870128.0000,124.9140,132794.0000,AXA SA,524113,6311
063120,EUR,2018,2018-12-31,930695.0000,125.9340,106623.0000,AXA SA,524113,6311
063120,EUR,2019,2019-12-31,780878.0000,120.8690,133546.0000,AXA SA,524113,6311
063120,EUR,2020,2020-12-31,804589.0000,114.6250,112919.0000,AXA SA,524113,6311
063120,EUR,2021,2021-12-31,775491.0000,110.4770,122252.0000,AXA SA,524113,6311
063120,EUR,2022,2022-12-31,696697.0000,92.6950,103896.0000,AXA SA,524113,6311
063120,EUR,2023,2023-12-31,644449.0000,94.7050,87285.0000,AXA SA,524113,6311
063477,GBP,2015,2015-12-31,20083.0000,82.5000,16787.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2016,2016-12-31,22976.0000,83.1000,17790.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2017,2017-12-31,22453.0000,83.2000,18322.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2018,2018-12-31,24746.0000,85.8000,16821.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2019,2019-12-31,25630.0000,87.8000,18305.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2020,2020-12-31,27530.0000,89.6000,19277.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2021,2021-12-31,27135.0000,90.5000,19521.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2022,2022-12-31,31462.0000,93.1000,21258.0000,BAE SYSTEMS PLC,336411,3721
063477,GBP,2023,2023-12-31,32064.0000,99.8000,23078.0000,BAE SYSTEMS PLC,336411,3721
063546,USD,2015,2015-12-31,196135.0000,12.7670,35736.0000,SWISS RE LTD,524130,6331
063546,USD,2016,2016-12-31,215065.0000,14.0530,43807.0000,SWISS RE LTD,524130,6331
063546,USD,2017,2017-12-31,222526.0000,14.4850,42496.0000,SWISS RE LTD,524130,6331
063546,USD,2018,2018-12-31,207570.0000,14.9430,37062.0000,SWISS RE LTD,524130,6331
063546,USD,2019,2019-12-31,238567.0000,15.4010,49327.0000,SWISS RE LTD,524130,6331
063546,USD,2020,2020-12-31,182622.0000,13.1890,43345.0000,SWISS RE LTD,524130,6331
063546,USD,2021,2021-12-31,181567.0000,13.9850,46741.0000,SWISS RE LTD,524130,6331
063546,USD,2022,2022-12-31,170676.0000,14.4080,46004.0000,SWISS RE LTD,524130,6331
063546,USD,2023,2023-12-31,179576.0000,14.7190,49823.0000,SWISS RE LTD,524130,6331
065248,USD,2015,2015-12-31,76846.0000,209.4040,63578.0000,ARCELORMITTAL,331110,3312
065248,USD,2016,2016-12-31,75142.0000,198.5170,56791.0000,ARCELORMITTAL,331110,3312
065248,USD,2017,2017-12-31,85297.0000,197.1080,68679.0000,ARCELORMITTAL,331110,3312
065248,USD,2018,2018-12-31,91249.0000,208.5830,76033.0000,ARCELORMITTAL,331110,3312
065248,USD,2019,2019-12-31,87908.0000,191.2480,70615.0000,ARCELORMITTAL,331110,3312
065248,USD,2020,2020-12-31,82052.0000,168.0000,53270.0000,ARCELORMITTAL,331110,3312
065248,USD,2021,2021-12-31,90512.0000,158.0000,76571.0000,ARCELORMITTAL,331110,3312
065248,USD,2022,2022-12-31,94547.0000,154.3520,79844.0000,ARCELORMITTAL,331110,3312
065248,USD,2023,2023-12-31,93917.0000,126.7560,68275.0000,ARCELORMITTAL,331110,3312
065662,CNY,2015,2015-12-31,1427895.0000,438.6450,668335.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2016,2016-12-31,1520994.0000,460.6470,708421.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2017,2017-12-31,1522113.0000,464.6560,740514.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2018,2018-12-31,1535910.0000,459.1520,736819.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2019,2019-12-31,1629240.0000,456.2390,745917.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2020,2020-12-31,1727882.0000,454.3320,768070.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2021,2021-12-31,1841327.0000,449.9340,848258.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2022,2022-12-31,1900238.0000,450.6980,937259.0000,CHINA MOBILE LTD,517312,4812
065662,CNY,2023,2023-12-31,1957357.0000,451.8300,1009309.0000,CHINA MOBILE LTD,517312,4812
100012,JPY,2014,2015-03-31,5520357.0000,81.8450,3992110.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2015,2016-03-31,5491799.0000,83.9320,4046810.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2016,2017-03-31,5481927.0000,82.7280,3914018.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2017,2018-03-31,5487652.0000,80.6520,4110816.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2018,2019-03-31,5142723.0000,80.7440,4078344.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2019,2020-03-31,4985690.0000,81.6310,4041376.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2020,2021-03-31,4810727.0000,79.9740,3699946.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2021,2022-03-31,5116340.0000,77.9910,3860283.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2022,2023-03-31,5474812.0000,76.8590,4202797.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100012,JPY,2023,2024-03-31,6256259.0000,77.6970,4657147.0000,MITSUBISHI HEAVY INDUST LTD,333,3510
100037,EUR,2015,2015-12-31,35347.0000,57.7620,17944.0000,LINDE AG,325120,2810
100037,EUR,2016,2016-12-31,35189.0000,53.2060,16948.0000,LINDE AG,325120,2810
100037,EUR,2017,2017-12-31,33513.0000,55.6460,17113.0000,LINDE AG,325120,2810
100080,EUR,2015,2015-12-31,73917.0000,112.1000,46324.0000,BAYER AG,325,2800
100080,EUR,2016,2016-12-31,82238.0000,110.6000,46769.0000,BAYER AG,325,2800
100080,EUR,2017,2017-12-31,75087.0000,95.4210,35015.0000,BAYER AG,325,2800
100080,EUR,2018,2018-12-31,126285.0000,111.0150,39586.0000,BAYER AG,325,2800
100080,EUR,2019,2019-12-31,126258.0000,98.7370,43545.0000,BAYER AG,325,2800
100080,EUR,2020,2020-12-31,117046.0000,95.9550,41400.0000,BAYER AG,325,2800
100080,EUR,2021,2021-12-31,120241.0000,95.9500,44081.0000,BAYER AG,325,2800
100080,EUR,2022,2022-12-31,124877.0000,97.9220,50739.0000,BAYER AG,325,2800
100080,EUR,2023,2023-12-31,116259.0000,96.9310,47637.0000,BAYER AG,325,2800
100131,GBP,2014,2015-02-28,44214.0000,517.8020,62284.0000,TESCO PLC,452311,5399
